trigrams,log_prob,condition,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_from'), ('NP_WUG', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_picture'), ('IP_null', 'NP_picture', 'PP_of'), ('NP_picture', 'PP_of', 'END')]",-94.64807337003457,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_from'), ('NP_WUG', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_from'), ('NP_WUG', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_for'), ('NP_WUG', 'PP_for', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_waste'), ('IP_null', 'NP_waste', 'PP_from'), ('NP_waste', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_from'), ('NP_WUG', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'END')]",-58.79266517860868,subj,non-island,embedded
"[('START', 'IP_null', 'END')]",-4.158725919861824,whether,island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,whether,non-island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,adjunct,island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,adjunct,non-island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,np,island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,np,non-island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,subj,island,matrix
"[('START', 'IP_null', 'END')]",-4.158725919861824,subj,non-island,matrix
